Title,Interest,Type,Start Date,Start time,End Date,End time,Address,Post Code,web,Price Band,Contact,Description,"Booking
essential?",OS grid ref (essential),Grade,"wheelchair
accessable?",Min Age,max age,Child age restrictions,organisation,Full Price Notes (not compulsary),Additional information (about Venue or Event/Title),Short Description,Org ID
Wilderness Mountain Biking,Nature,Outdoors,12/10/2013,14:00,03/11/2013,15:30,Galloway Activity centre,DG7 3NQ,www.lochken.co.uk,Over £10,Ring 01644 420626,Explore Galloway Forest Park by Bike,y,NX657735,Medium,no,,,,GAC,16.50pp,,Explore Galloway Forest Park by Bike,5
Pond Dipping at Eskrigg Reserve.,Nature,Outdoors,14/10/2013,14:00,14/10/2013,16:00,Eskrigg Centre,DG11 1HZ,www.wildautumnfestival.com,Under £5,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Investigate the pondlife to be found at Eskrigg in Autumn.,y,NY126804,Medium,no,,,,LWT,£2.00,,Investigate the pondlife to be found at Eskrigg in Autumn.,6
October Moths at Eskrigg Reserve.,Nature,Outdoors,17/10/2013,10:00,17/10/2013,12:00,Eskrigg Centre,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Help identify the moths trapped overnight at Eskrigg Reserve.,n,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Help identify the moths trapped overnight at Eskrigg Reserve.,6
Woodland Foray.,Nature,Outdoors,19/10/2013,13:00,19/10/2013,16:30,Dryfesdale Cemetery Car Park,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Come on a ramble with Duncan Ford toexplore the woodland life around Eskrigg Reserve and taste the fruits of the forest.,n,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Come on a ramble with Duncan Ford toexplore the woodland life around Eskrigg Reserve and taste the f,6
Den Building at Eskrigg.,Nature,Outdoors,21/10/2013,14:00,21/10/2013,16:00,Eskrigg Centre,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Have a go at building your own den in the woods near Eskrigg Reserve.,y,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Have a go at building your own den in the woods near Eskrigg Reserve.,6
Red Squirrels in S.W. Scotland.,Nature,Outdoors,23/10/2013,08:00,23/10/2013,11:00,Dryfesdale Cemetery Car Park,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Come on a walk with Heinz Traut of the Dumfries and Galloway Red Squirrel Project to spot the Red Squirrels at Eskrigg and find out how one of Scotland's Big Five are faring in S.W. Scotland.,y,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Come on a walk with Heinz Traut of the Dumfries and Galloway Red Squirrel Project to spot the Red Sq,6
Wild Autumn through the Lens.,Nature,Outdoors,24/10/2013,10:00,24/10/2013,12:30,Eskrigg Centre,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Bring your digital SLR and join Keith Kirk Dumfries and Galloway Council Countryside Ranger and Photographer to take seasonal photographs at Eskrigg Reserve.  ,y,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Bring your digital SLR and join Keith Kirk Dumfries and Galloway Council Countryside Ranger and Phot,6
Red Squirrels in S.W. Scotland.,Nature,Outdoors,26/10/2013,08:00,26/10/2013,11:00,Dryfesdale Cemetery Car Park,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Come on a walk with Heinz Traut of the Dumfries and Galloway Red Squirrel Project to spot the Red Squirrels at Eskrigg and find out how one of Scotland's Big Five are faring in S.W. Scotland.,y,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Come on a walk with Heinz Traut of the Dumfries and Galloway Red Squirrel Project to spot the Red Sq,6
Eskrigg Lantern Parade.,Nature,Outdoors,03/11/2013,18:30,03/11/2013,19:30,Eskrigg Centre,DG11 1HZ,www.wildautumnfestival.com,Free,"Telephone, 07739 987 009 or email jim.rae2012@gmail.com",Come along with your own home-made jam jar lantern and enjoy a lantern-lit view of the nature reserve. See Lockerbie Wildlife Trust website for details.,y,NY126804,Medium,no,,,,LWT,FREE - Donation to Lockerbie Wildlife Trust welcome.,,Come along with your own home-made jam jar lantern and enjoy a lantern-lit view of the nature reserv,6
Loch Ken from the Water,Nature,Outdoors,19/10/2013,10:00,19/10/2013,12:00,Loch Ken,DG7 3NF,www.dumgal.gov.uk,Free,Andrew on 07730427611,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportunity to discover  the secret wildlife hounts of Loch Ken,y,NX682708,Medium,no,14,,,DGC,FREE,,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportuni,3
Loch Ken from the Water,Nature,Outdoors,26/10/2013,14:00,26/10/2013,16:00,Loch Ken,DG7 3NF,www.dumgal.gov.uk,Free,Andrew on 07730427611,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportunity to discover  the secret wildlife hounts of Loch Ken,y,NX682708,Medium,no,14,,,DGC,FREE,,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportuni,3
Loch Ken from the Water,Nature,Outdoors,02/11/2013,10:00,02/11/2013,12:00,Loch Ken,DG7 3NF,www.dumgal.gov.uk,Free,Andrew on 07730427611,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportunity to discover  the secret wildlife hounts of Loch Ken,y,NX682708,Medium,no,14,,,DGC,FREE,,Join Dumfries and Galloway Council's  Ranger on the Ranger Service patrol boat for a unique oportuni,3
Autumn Amble,Nature,Outdoors,13/10/2013,13:00,13/10/2013,14:30,Drumlanrig Castle & Country Estate, DG3 4AW,www.drumlanrig.com,Under £5,"Booking essential  Contact the Ranger Service on Tel. 01848 331555, or email enquiries@drumlanrig.com ","Marvel with the Ranger at the diverse array of Autumn colours in the changing Drumlanrig woodlands and see what harvest time has to offer the local wildlife in terms of the fruits, berries and fungus which can be found at this time of year.
",y,NX852993,Medium,no,,,,BRS,£2.00,,Marvel with the Ranger at the diverse array of Autumn colours in the changing Drumlanrig woodlands a,1
Feeders & Homes,Nature,Outdoors,27/10/2013,13:00,27/10/2013,14:30,Drumlanrig Castle & Country Estate, DG3 4AW,www.drumlanrig.com,Under £5,"Booking essential  Contact the Ranger Service on Tel. 01848 331555, or email enquiries@drumlanrig.com ","Want to help our feathered friends get ready for the winter? Come along to our workshop at Drumlanrig and build a feeder or a nest box.
",y,NX852993,Medium,no,,,,BRS,£2,,Want to help our feathered friends get ready for the winter? Come along to our workshop at Drumlanri,1
Art in the Woods,Nature,Outdoors,02/11/2013,13:00,02/11/2013,14:30,Drumlanrig Castle & Country Estate, DG3 4AW,www.drumlanrig.com,Under £5,"Booking essential  Contact the Ranger Service on Tel. 01848 331555, or email enquiries@drumlanrig.com ",Use nature as your canvas.  Create your work of art using only objects found in the Drumlanrig Woodlands.,y,NX852993,Medium,no,,,,BRS,£2.00,,Use nature as your canvas.  Create your work of art using only objects found in the Drumlanrig Woodl,1
Wild Autumn Stags,Nature,Outdoors,14/10/2013,11:00,18/10/2013,12:00,Galloway Forest Park Red Deer Range,,www.forestry.gov.uk,Free,Drop in anytime between 11am and 12noon.,Drop in at the Red Deer range hide and get great views of red deer in Autumn.,n,NX521731,Medium,no,,,,FCS,Free,,Drop in at the Red Deer range hide and get great views of red deer in Autumn.,4
Wild Autumn Stags,Nature,Outdoors,21/10/2013,11:00,25/10/2013,12:00,Galloway Forest Park Red Deer Range,,www.forestry.gov.uk,Under £5,Booking is essential please call 01671 402 420,Drop in at the Red Deer range hide and get great views of red deer in Autumn.,y,NX521731,Medium,no,,,,FCS,Cost £3 per person.,,Drop in at the Red Deer range hide and get great views of red deer in Autumn.,4
Stargazing for beginners,Nature,Outdoors,29/10/2013,19:00:00,29/10/2013,20:00:00,Kirroughtree visitor centre,,www.forestry.gov.uk,Under £5,Booking is essential please call 01671 402 420,Join Forestry Commission Scotland to view the wonders of the night sky in the Galloway Forest dark Sky Park. Wrap up warm. ,y,NX452646,Medium,no,,,,FCS,Cost £3 per person.,,Join Forestry Commission Scotland to view the wonders of the night sky in the Galloway Forest dark S,4
Stargazing for beginners,Nature,Outdoors,01/11/2013,18:30,01/11/2013,19:30,Clatteringshaws visitor centre,,www.forestry.gov.uk,Under £5,Booking is essential please call 01671 402 420,Join Forestry Commission Scotland to view the wonders of the night sky in the Galloway Forest dark Sky Park. Wrap up warm. ,y,NX552764,Medium,no,,,,FCS,Cost £3 per person.,,Join Forestry Commission Scotland to view the wonders of the night sky in the Galloway Forest dark S,4
landscape photography workshop,Nature,Outdoors,02/11/2013,09:00,03/11/2013,17:00(apporx),Outdoor Venues,,www.leemingpaterson.com,Over £10,Morag Paterson 01644 430 004,Join professional landscape photographers for a weekend photography workshop taking in some of the best venues in Dumfries and Galloway.  Both traditional and abstract techniques are covered.  Suitable for photographers of all abilities.,y,,Medium,no,,,,,£685.00,,Join professional landscape photographers for a weekend photography workshop taking in some of the b,#N/A
Autumn Wild Foods,Nature,Outdoors,21/09/2013,14:00,21/09/2013,16:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,Come along with the ranger and learn about wild foods and their folklore. Also learn some bush-craft skills. This is an event for all the family.,y,NX 754 605,Family,Yes,,,,NTS,£2,,Come along with the ranger and learn about wild foods and their folklore. Also learn some bush-craft,7
Natural Paints Day,Nature,Outdoors,05/10/2013,10:30,05/10/2013,12:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"This is an event for kids. Make your own paints from natural products such as berries, mud, plant material and leaves. Then get creative and paint a natural scene.",y,NX 754 605,Family,Yes,,,,NTS,£1,,"This is an event for kids. Make your own paints from natural products such as berries, mud, plant ma",7
Natural Paints Day,Nature,Outdoors,06/10/2013,10:30,06/10/2013,12:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"This is an event for kids. Make your own paints from natural products such as berries, mud, plant material and leaves. Then get creative and paint a natural scene.",y,NX 754 605,Family,Yes,,,,NTS,£1,,"This is an event for kids. Make your own paints from natural products such as berries, mud, plant ma",7
Winter Wildfowl Watch,Nature,Outdoors,19/10/2013,14:00,19/10/2013,16:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Threave Wetlands. Come see pintail, wigeon, teal, mallard, whooper swan and waders such as snipe and curlew.",y,NX 754 605,Family,Yes,,,,NTS,£2,,This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Th,7
Winter Wildfowl Watch,Nature,Outdoors,11/11/2013,14:00,11/11/2013,16:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Threave Wetlands. Come see pintail, wigeon, teal, mallard, whooper swan and waders such as snipe and curlew.",y,NX 754 605,Family,Yes,,,,NTS,£2,,This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Th,7
Winter Wildfowl Watch,Nature,Outdoors,14/12/2013,14:00,14/12/2013,16:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Threave Wetlands. Come see pintail, wigeon, teal, mallard, whooper swan and waders such as snipe and curlew.",y,NX 754 605,Family,Yes,,,,NTS,£2,,This is a ranger led event for all the family to find out more about the wildfowl and wildlife of Th,7
Gaze at Grazing Geese,Nature,Outdoors,24/10/2013,15:30,24/10/2013,17:30,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,"A ranger led walk at dusk around Threave looking at the spectacular sight of geese flying in to roost on the marsh. Pink footed, white fronted and greylag geese in good numbers.",y,NX 754 605,Family,Yes,,,,NTS,£2,,A ranger led walk at dusk around Threave looking at the spectacular sight of geese flying in to roos,7
Winter Tree Identification,Nature,Outdoors,03/11/2013,14:00,03/11/2013,16:00,Threave Nature Reserve,DG7 1TJ,,Under £5,0844 4932245,Join a ranger led walk and learn to identify trees by their winter buds and foliage. Learn about tree folklore.,y,NX 754 605,Family,Yes,,,,NTS,£2,,Join a ranger led walk and learn to identify trees by their winter buds and foliage. Learn about tre,7
Dumfries Bird Club,Nature,Outdoors,09/10/2013,19:30,09/10/2013,22:00,Cumberland Street Day Centre,DG1  2JX,,Free,Pat Abery 01556 630484,Peter Mawby gives a presentation about The Dipper: A much loved bird at risk?,n,NX974758,talk,Yes,,,,SOC,FREE,,Peter Mawby gives a presentation about The Dipper: A much loved bird at risk?,10
Mushroom magic,Nature,Outdoors,17/10/2013,13:00,17/10/2013,16:00,Gallow Hill,,,Free,Ross Gemmell 07834567893,"“As part of 'Moffat Let's Live Local' and Wild Seasons a trip up Gallow Hill, to identify some of the fungi growing in the woods, pathways and the amongst the leaf litter. Which are worth eating and which will land you in hospital?”",y,NT085055,Medium,no,,,,LLL,FREE,,"“As part of 'Moffat Let's Live Local' and Wild Seasons a trip up Gallow Hill, to identify some of th",#N/A
High Tide Watch,Nature,Outdoors,19-Oct-13,11:30,,13:30,Caerlaverock National Nature Reserve ,,,Free,Tel. 01387 272440 or Email southern_scotland @snh.gov.uk,A chance to see the massed roost of waders and wildfowl pushed on to the shore by one of the big tides of the year.,y,NY019652,Easy,yes,,,,SNH,free,,A chance to see the massed roost of waders and wildfowl pushed on to the shore by one of the big tid,#N/A
Evening flight,Nature,Outdoors,10-Nov-13,15:30,,17:30,Caerlaverock National Nature Reserve ,DG14RS,,Free,Tel. 01387 272440 or Email southern_scotland @snh.gov.uk,Watch the evening return of wintering geese and ducks to the sanctuary of their roost on the Solway Firth,y,NY041658,Medium,yes,,,,SNH,free,,Watch the evening return of wintering geese and ducks to the sanctuary of their roost on the Solway ,#N/A
